"file","station","start_time_utc","start_time_pt","start_longitude_dd","start_latitude_dd","depth_bin_mid_m","mean_fluor"
"cast003_24Hz.cnv","TR_MA_D1",2018-07-06 15:18:18,2018-07-06 08:18:18,-124.267,41.0585,31.75,0.8567546875
"cast003_24Hz.cnv","TR_MA_D1",2018-07-06 15:18:18,2018-07-06 08:18:18,-124.267,41.0585,32.25,0.754348484848485
"cast003_24Hz.cnv","TR_MA_D1",2018-07-06 15:18:18,2018-07-06 08:18:18,-124.267,41.0585,32.75,0.744658823529412
"cast003_24Hz.cnv","TR_MA_D1",2018-07-06 15:18:18,2018-07-06 08:18:18,-124.267,41.0585,33.25,0.76078963963964
"cast003_24Hz.cnv","TR_MA_D1",2018-07-06 15:18:18,2018-07-06 08:18:18,-124.267,41.0585,33.75,0.673195161290323
"cast003_24Hz.cnv","TR_MA_D1",2018-07-06 15:18:18,2018-07-06 08:18:18,-124.267,41.0585,34.25,0.689374390243902
"cast003_24Hz.cnv","TR_MA_D1",2018-07-06 15:18:18,2018-07-06 08:18:18,-124.267,41.0585,34.75,0.687531818181818
"cast003_24Hz.cnv","TR_MA_D1",2018-07-06 15:18:18,2018-07-06 08:18:18,-124.267,41.0585,35.25,0.703068235294118
"cast003_24Hz.cnv","TR_MA_D1",2018-07-06 15:18:18,2018-07-06 08:18:18,-124.267,41.0585,35.75,0.696456896551724
"cast003_24Hz.cnv","TR_MA_D1",2018-07-06 15:18:18,2018-07-06 08:18:18,-124.267,41.0585,36.25,0.697375471698113
"cast003_24Hz.cnv","TR_MA_D1",2018-07-06 15:18:18,2018-07-06 08:18:18,-124.267,41.0585,36.75,0.638701428571429
"cast003_24Hz.cnv","TR_MA_D1",2018-07-06 15:18:18,2018-07-06 08:18:18,-124.267,41.0585,37.25,0.716159130434783
